KG id;SPARQL availability;RDF dump availability;VoID availability;License (metadata);License machine redeable (query)
opendatacommunities-societal-wellbeing-deprivation-imd-income-rank-la-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-rank-2007;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-rank-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-rank-la-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-score-2010;False;True;VoID file absent;-;-
opendatacommunities-transparency-impact-indicators-affordable-housing-starts;False;False;VoID file absent;-;-
opendatacommunities-transparency-impact-indicators-households-in-temporary-accommodation;False;False;VoID file absent;-;-
opendatacommunities-transparency-impact-indicators-housing-starts;False;True;VoID file absent;-;-
opendatacommunities-transparency-impact-indicators-neighbourhood-plans;False;True;VoID file absent;-;-
opendatacommunities-transparency-impact-indicators-troubled-families;False;True;VoID file absent;-;-
opendatacommunities-transparency-input-indicators-local-authorities-working-with-troubled-families;False;False;VoID file absent;-;-
opendatacommunities-transparency-input-indicators-local-authority-funding-from-government-grant;False;True;VoID file absent;-;-
opendatacommunities-wellbeing-happy-yesterday-standard-deviation;False;True;VoID file absent;-;-
opendatacommunities-wellbeing-lsoa-happy-yesterday-mean;False;True;VoID file absent;-;-
opendatacommunities-wellbeing-worthwhile-mean;False;True;VoID file absent;-;-
opendataec;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
opendatascotland-graph-education-pupils-by-school-and-datazone;False;False;VoID file absent;-;-
opendatascotland-graph-simd-rank;False;True;VoID file absent;-;-
opendatascotland-simd-crime-rank;False;False;VoID file absent;-;-
opendatascotland-simd-education-rank;False;False;VoID file absent;-;-
opendatascotland-simd-employment-rank;False;False;VoID file absent;-;-
opendatascotland-simd-geographic-access-rank;False;False;VoID file absent;-;-
opendatascotland-simd-health-rank;False;False;VoID file absent;-;-
opendatascotland-simd-housing-rank;False;False;VoID file absent;-;-
opendatascotland-simd-income-rank;False;False;VoID file absent;-;-
openlink-lod-cache;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
openlinksw-dataspaces;False;False;VoID file absent;-;-
openlylocal;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
openmobilenetwork;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
ordnance-survey-linked-data;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
oreilly;False;False;VoID file absent;-;-
Organchem-Data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
organic-edunet;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
orlando-womens-writing-linked-open-data-set;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
osm-semantic-network;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
OTM;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://publications.europa.eu/resource/authority/licence/APACHE_2_0
pali-english-lexicon;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
panlex;False;False;VoID file offline;-;-
parole-simple-lexinfo-ontology-lexicons;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
patents-data-gov-uk;False;False;VoID file offline;-;-
pdev-lemon;False;True;VoID file absent;-;-
pdevlemon;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
periodo;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
personal-homepages;False;False;VoID file absent;-;-
PersonOnto;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
PGxLOD;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;https://www.ebi.ac.uk/about/terms-of-use
phoible;False;True;VoID file offline;-;-
PISM;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
planetdata-project-wiki;False;False;VoID file offline;-;-
plant-specimen;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
pleiades;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
podorozhnyk;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
pokepedia-fr;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
polymath-virtual-library;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
prefix-cc;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
PREJUST4WOMAN_PROJECT;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
prelex;False;True;VoID file offline;-;-
prelinger_archives;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
premon;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
princeton-library-findingaids;False;True;VoID file offline;-;-
PrinParLat;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
printed-book-auction-catalogues;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
Prior_Panel;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
productdb;False;True;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
productontology;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
prospects-and-trends-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
provenanceweb;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by;-
proyectoapadrina;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
pscs-catalogue;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
psh-subject-headings;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Psychology;False;False;VoID file offline;https://opensource.org/licenses/MIT;-
PubChem_RDF;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
public-spending-in-greece;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
publications_office_authority_tables;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
qboairbase;False;False;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
Qualité_de_l'air;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Qualité_de_l'air_dans_le_monde;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-zero;-
Querolus;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
racai-legalnero;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
racai-llod-corola-we;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
racai-llod-parseme-ro;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
racai-llod-rolex;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
racai-llod-romanian-treebank;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
racai-llod-romanian-wordnet-json;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
racai-llod-romanian-wordnet-lmf;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
racai-llod-romanian-wordnet-ttl;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
racai-llod-rtasc;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
racai-llod-simonero;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
radatana;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
rainis-and-aspazija-linked-digital-collection;False;True;VoID file offline;-;-
ravensburg-local-shopping-graph;False;False;VoID file offline;-;-
Rb_PL_LGU;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
rdf-book-mashup;False;False;VoID file offline;-;-
rdfize-lastfm;False;False;VoID file offline;-;-
rdflicense;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
rdfohloh;False;False;VoID file offline;-;-
reactome-rdf;False;True;VoID file absent;-;-
rechtspraak;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
red-uno-internacional-santillana;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
reference-data-gov-uk;False;False;VoID file offline;-;-
RELD;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
reload;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;http://prov.vic.gov.au/copyright
remote_Sensing;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
renewable_energy_generators;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
research-data-gov-uk;False;False;VoID file offline;-;-
reuters-128-nif-ner-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
revistas_turismo;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
revyu;False;False;VoID file offline;-;-
rgsdfg;False;False;VoID file offline;https://www.apache.org/licenses/LICENSE-2.0;-
riese;False;False;VoID file offline;-;-
rism;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
rism-authorities;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
rk;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
rkb-explorer-acm;False;False;VoID file offline;-;-
rkb-explorer-budapest;False;False;VoID file offline;-;-
rkb-explorer-citeseer;False;False;VoID file offline;-;-
rkb-explorer-cordis;False;False;VoID file offline;-;-
rkb-explorer-courseware;False;False;VoID file offline;-;-
rkb-explorer-crime;False;False;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
rkb-explorer-curriculum;False;False;VoID file offline;-;-
rkb-explorer-darmstadt;False;False;VoID file offline;-;-
rkb-explorer-dblp;False;False;VoID file offline;-;-
rkb-explorer-deepblue;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
rkb-explorer-deploy;False;False;VoID file offline;-;-
rkb-explorer-digitaleconomy;False;False;VoID file offline;-;-
rkb-explorer-dotac;False;False;VoID file offline;-;-
rkb-explorer-ecs;False;True;VoID file offline;-;-
rkb-explorer-eprints;False;False;VoID file offline;-;-
rkb-explorer-epsrc;False;False;VoID file offline;-;-
rkb-explorer-era;False;False;VoID file offline;-;-
rkb-explorer-eurecom;False;False;VoID file offline;-;-
rkb-explorer-ft;False;False;VoID file offline;-;-
rkb-explorer-fun;False;False;VoID file offline;-;-
rkb-explorer-gdlc;False;False;VoID file offline;-;-
rkb-explorer-ibm;False;False;VoID file offline;-;-
rkb-explorer-ieee;False;False;VoID file offline;-;-
rkb-explorer-irit;False;False;VoID file offline;-;-
rkb-explorer-italy;False;False;VoID file offline;-;-
rkb-explorer-jisc;False;False;VoID file offline;-;-
rkb-explorer-kaunas;False;False;VoID file offline;-;-
rkb-explorer-kisti;False;False;VoID file offline;-;-
rkb-explorer-laas;False;False;VoID file offline;-;-
rkb-explorer-lisbon;False;False;VoID file offline;-;-
rkb-explorer-newcastle;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
rkb-explorer-notube;False;False;VoID file offline;-;-
rkb-explorer-nsf;False;False;VoID file offline;-;-
rkb-explorer-oai;False;False;VoID file offline;-;-
rkb-explorer-os;False;False;VoID file offline;-;-
rkb-explorer-photos;False;False;VoID file offline;-;-
rkb-explorer-pisa;False;False;VoID file offline;-;-
rkb-explorer-rae2001;False;False;VoID file offline;-;-
rkb-explorer-resex;False;False;VoID file offline;-;-
rkb-explorer-risks;False;False;VoID file offline;-;-
rkb-explorer-roma;False;False;VoID file offline;-;-
rkb-explorer-roni;False;False;VoID file offline;-;-
rkb-explorer-southampton;False;False;VoID file offline;-;-
rkb-explorer-ulm;False;False;VoID file offline;-;-
rkb-explorer-unlocode;False;False;VoID file offline;-;-
rkb-explorer-webconf;False;False;VoID file offline;-;-
rkb-explorer-webscience;False;False;VoID file offline;-;-
rkb-explorer-wiki;False;False;VoID file offline;-;-
rkb-explorer-wordnet;False;False;VoID file offline;-;-
roceeh-road;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
ROSHANI;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ROSHANI_SAHU;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Rozprawa,_artykuł;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
rss-500-nif-ner-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
rubentaelman;False;True;VoID file offline;-;-
rubenverborgh;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
russian-universities-specialities;False;False;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
sadi-semantic-web-services-framework-registry;False;False;VoID file offline;-;-
saldo-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
saldom-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
salzburgerland-com-de;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
salzburgerland-com-en;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
salzburgerland-com-it;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
sandrart-net;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
sandre;True;True;VoID file offline;https://creativecommons.org/licenses/by-nc-sa/2.0/fr/;-
sanskrit-english-lexicon;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
santillana_guide_dataset;False;False;VoID file offline;-;-
SATAR_test;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
SCBG-Data;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Schemantra;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
schemapedia;False;True;VoID file offline;-;-
scholarometer;False;False;VoID file offline;-;-
scoreboard;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
SDDEC;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
SDG;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
sears;False;True;VoID file offline;-;-
sec-rdfabout;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
secold;False;False;VoID file offline;-;-
semanlink;False;True;VoID file absent;-;-
semantic-universe;False;False;VoID file offline;-;-
semantic-web-dog-food;False;False;VoID file offline;-;-
semantic-web-grundlagen;False;True;VoID file absent;-;-
semantic-xbrl;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
semanticquran;False;False;VoID file offline;https://creativecommons.org/licenses/by-nc-sa/3.0/de/;-
semantictweet;False;False;VoID file offline;-;-
semanticweb-org;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
semsol-crunchbase;False;False;VoID file offline;-;-
sentiws;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
seoul-bike-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
serendipity;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
Sherry_Wine;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Sherry_Wine_;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
shoah-victims-names;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://prov.vic.gov.au/copyright
Shripriya_Dubey;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
Shutterstock;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
simple;False;True;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
sitc-v4;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
sli_galnet_rdf;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
slideshare2rdf;False;False;VoID file offline;-;-
slod;True;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;http://creativecommons.org/publicdomain/zero/1.0/
Smart_POI_dataset;True;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
smartlink;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
snik;True;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;https://creativecommons.org/licenses/by-nc-sa/4.0/
SocialLink;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
SocialRoles;False;True;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
socialsemweb-thesaurus;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by-sa/3.0/
Soil_maps;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
somya_omer;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
sors;False;False;VoID file offline;-;-
southampton-ac-uk;False;False;VoID file absent;-;-
southampton-ac-uk-apps;False;False;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
southampton-ecs-eprints;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
spanish-linguistic-datasets;True;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
sparql-endpoint-status;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
springernaturescigraph;False;False;VoID file offline;https://scigraph.springernature.com/explorer/license/;-
srcmf;False;True;VoID file absent;-;-
ssf;True;True;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
st-andrews-resource-lists;False;True;VoID file offline;-;-
staff-organograms-and-pay-thurrock-thames-gateway-development-corporation;False;False;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
Stammbuch;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
statistics-data-gov-uk;False;False;VoID file offline;-;-
statusnet-1w6-org;False;True;VoID file absent;-;-
statusnet-20100-org;False;False;VoID file absent;-;-
statusnet-alexandrefranke-com;False;False;VoID file absent;-;-
statusnet-atari-frosch-de;False;False;VoID file absent;-;-
statusnet-belfalas-org;False;False;VoID file absent;-;-
statusnet-bka-li;False;False;VoID file absent;-;-
statusnet-bonifaz-ec;False;False;VoID file absent;-;-
statusnet-ced117-net;False;False;VoID file absent;-;-
statusnet-chickenkiller-com;False;False;VoID file absent;-;-
statusnet-chromic-org;False;False;VoID file absent;-;-
statusnet-cooleysekula-net;False;False;VoID file absent;-;-
statusnet-coreyavis-com;False;False;VoID file absent;-;-
statusnet-datenfahrt-org;False;False;VoID file absent;-;-
statusnet-davidhaberthuer-ch;False;False;VoID file absent;-;-
statusnet-deuxpi-ca;False;False;VoID file absent;-;-
statusnet-doomicile-de;False;True;VoID file absent;-;-
statusnet-dtdns-net;False;False;VoID file absent;-;-
statusnet-equestriarp-net;False;False;VoID file absent;-;-
statusnet-exdc-net;False;False;VoID file absent;-;-
statusnet-fcac-com;False;False;VoID file absent;-;-
statusnet-fcestrada-com;False;False;VoID file absent;-;-
statusnet-fragdev-com;False;False;VoID file absent;-;-
statusnet-freelish-us;False;False;VoID file absent;-;-
statusnet-gegeweb-org;False;False;VoID file absent;-;-
statusnet-glou-org;False;False;VoID file absent;-;-
statusnet-gomertronic-com;False;False;VoID file absent;-;-
statusnet-hackerposse-com;False;True;VoID file absent;-;-
statusnet-hii-co-il;False;False;VoID file absent;-;-
statusnet-ilikefreedom-ro;False;True;VoID file absent;-;-
statusnet-imirhil-fr;False;False;VoID file absent;-;-
statusnet-integralblue-com;False;False;VoID file absent;-;-
statusnet-johndrinkwater-name;False;False;VoID file absent;-;-
statusnet-jonkman-ca;False;False;VoID file absent;-;-
statusnet-kaimi-cc;False;False;VoID file absent;-;-
statusnet-kathryl-fr;False;False;VoID file absent;-;-
statusnet-kenzoid-com;False;False;VoID file absent;-;-
statusnet-keuser-fr;False;False;VoID file absent;-;-
statusnet-ldn-fai-net;False;False;VoID file absent;-;-
statusnet-lebsanft-org;False;False;VoID file absent;-;-
statusnet-legadolibre-com-ar;False;False;VoID file absent;-;-
statusnet-linuxwrangling-com;False;False;VoID file absent;-;-
statusnet-ludost-net;False;False;VoID file absent;-;-
statusnet-lydiastench-com;False;False;VoID file absent;-;-
statusnet-m-kuttner-com;False;False;VoID file absent;-;-
statusnet-macno-org;False;False;VoID file absent;-;-
statusnet-mamalibre-com-ar;False;False;VoID file absent;-;-
statusnet-maymay-net;False;False;VoID file absent;-;-
statusnet-morphtown-de;False;False;VoID file absent;-;-
statusnet-mrblog-nl;False;False;VoID file absent;-;-
statusnet-mulestable-net;False;False;VoID file absent;-;-
statusnet-my-status-tk;False;False;VoID file absent;-;-
statusnet-opensim-chat-eu;False;False;VoID file absent;-;-
statusnet-orangeseeds-org;False;False;VoID file absent;-;-
statusnet-otbm-fr;False;False;VoID file absent;-;-
statusnet-ourcoffs-org-au;False;False;VoID file absent;-;-
statusnet-panda-id-au;False;False;VoID file absent;-;-
statusnet-piana-eu;False;False;VoID file absent;-;-
statusnet-planet-libre-org;False;False;VoID file absent;-;-
statusnet-postblue-info;False;False;VoID file absent;-;-
statusnet-progval-net;False;False;VoID file absent;-;-
statusnet-qdnx-org;False;True;VoID file absent;-;-
statusnet-qth-fr;False;False;VoID file absent;-;-
statusnet-quitter-se;False;False;VoID file absent;-;-
statusnet-rainbowdash-net;False;False;VoID file absent;-;-
statusnet-recit-org;False;False;VoID file absent;-;-
statusnet-russwurm-org;False;False;VoID file absent;-;-
statusnet-samnoble-org;False;False;VoID file absent;-;-
statusnet-schiessle-org;False;False;VoID file absent;-;-
statusnet-scoffoni-net;False;False;VoID file absent;-;-
statusnet-sebseb01-net;False;False;VoID file absent;-;-
statusnet-shnoulle-net;False;False;VoID file absent;-;-
statusnet-skilledtests-com;False;False;VoID file absent;-;-
statusnet-somsants-net;False;False;VoID file absent;-;-
statusnet-soucy-cc;False;False;VoID file absent;-;-
statusnet-spip-org;False;False;VoID file absent;-;-
statusnet-spraci-org;False;False;VoID file absent;-;-
statusnet-ssweeny-net;False;False;VoID file absent;-;-
statusnet-status-net;False;False;VoID file absent;-;-
statusnet-sweetiebelle-net;False;False;VoID file absent;-;-
statusnet-tekk-com-ar;False;False;VoID file absent;-;-
statusnet-thelovebug-org;False;False;VoID file absent;-;-
statusnet-thornton2-com;False;False;VoID file absent;-;-
statusnet-timttmy-co-uk;False;False;VoID file absent;-;-
statusnet-tl1n-com;False;False;VoID file absent;-;-
statusnet-tschlotfeldt-de;False;True;VoID file absent;-;-
statusnet-uni-siegen-de;False;False;VoID file absent;-;-
steak;False;False;VoID file offline;-;-
stitch-rameau;False;True;VoID file offline;-;-
stw-thesaurus-for-economics;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
SudershanTech;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
sudocfr;False;True;VoID file offline;-;-
Suface_Forestière_Mondiale_1990-2016;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
surge-radio;False;False;VoID file offline;-;-
SWAT;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
swedish-open-cultural-heritage;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
swefn-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
sweto-dblp;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
Swift;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;https://creativecommons.org/licenses/by-sa/4.0/
symptoms-in-chinese;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
sztaki-lod;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by/3.0/
t4gm-info;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
tags2con-delicious;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
taiwan-geographic-names;False;False;VoID file absent;http://www.opendefinition.org/licenses/odc-odbl;-
talis-openlibrary;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
taxonconcept;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
taxonconcept-assets;False;True;VoID file absent;-;-
taxonconcept-occurences;False;True;VoID file absent;-;-
taxref-ld;True;True;VoID file offline;https://creativecommons.org/licenses/by/3.0/;https://creativecommons.org/licenses/by-nc-sa/2.0/deed.en
tcga;False;False;VoID file offline;-;-
tcga-roadmap;False;False;VoID file offline;-;-
tcmgenedit_dataset;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
tds;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
tekord;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
telegraphis;False;True;VoID file offline;-;-
temple-ov-thee-lemur-datasets;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Terrorist_attack;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Terrorist_Attack_1;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Tesla_Deaths;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
test;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
Test;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Test_;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
test-svu;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
testee;False;False;VoID file offline;-;-
tharawat-magazine-com;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
The_Central_Bank_of_the_Republic_of_Uzbekistan;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
The_Respublic_of_Uzbekistan;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
the-drug-interaction-knowledge-base;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
the-european-library-open-dataset;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
the-eurostat-linked-data;False;False;VoID file offline;-;-
the-living-lod-cloud;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-zero;-
the-view-from;False;False;VoID file offline;-;-
thecontentwrangler-com;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
thesaurus-datenwissen;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
thesaurus-w;False;False;VoID file offline;-;-
thesesfr;False;True;VoID file offline;-;-
Thinkphile;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
thist;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
tip;False;False;VoID file absent;-;-
TOPMODEL;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
TP-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
traditional-korean-medicine;False;False;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
traffic-scotland;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
transparency-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
transport-data-gov-uk;False;True;VoID file offline;-;-
twarql;False;False;VoID file offline;-;-
twc-data-gov;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
twc-healthdata;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
twc-hub;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-zero;-
twc-ieeevis;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by;-
twc-logd;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
twc-opendap;False;True;VoID file available;-;-
typepad;False;False;VoID file absent;-;-
ub-mannheim-linked-data;False;False;VoID file offline;-;-
uberblic;False;False;VoID file offline;-;-
UDante;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
ufo;False;True;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
Uganda-Disasters-rdf-data_;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
